"","Category","Term","Count","%","PValue","Genes","List Total","Pop Hits","Pop Total","Fold Enrichment","Bonferroni","Benjamini","FDR","Overlap"
"775","GOTERM_BP_FAT","GO:0070727~cellular macromolecule localization","90","9.316770186","0.004135942","SEMA5A, EDA, DYRK2, ARL6IP1, GRIK5, BUB1B, BRCA1, CTDSPL2, PTPRK, CELSR1, GLI3, AKAP12, IPO9, SYNGAP1, SIX2, CFL1, SH3PXD2B, BBS9, SOX9, AP1S3, CCHCR1, TMSB10, SOX4, YWHAH, STX8, SSR2, ATPIF1, ESCO2, MID1, YWHAZ, SREBF2, SYTL2, ARMCX3, TBC1D1, NOV, CTTN, EXOC4, TXNIP, KIF20B, ASTN2, EZR, DBN1, SKAP1, KCNE1, SRC, STXBP1, NEDD4L, AKR1C18, PRR5L, TULP1, PTN, PRICKLE1, SRI, HDAC8, AURKB, AURKA, ZFP36L1, NKD2, UGCG, ERBB4, ERBB2, VTI1A, PLAGL2, SH3BP4, CEP72, STXBP6, ECT2, EVI5, BARD1, TCF7L2, RPH3AL, NPM1, STIL, RABGAP1L, RBPMS, SPAG5, BMP7, COL1A1, CCT6A, CD24A, MEX3B, PAN3, NBEA, TACC3, CDK1, PEMT, COPG2, AGRN, RAMP1, EZH2","801","1512","17911","1.330999941","1","0.051800726","0.048008145","No"
"776","GOTERM_BP_FAT","GO:0034613~cellular protein localization","89","9.213250518","0.004948845","SEMA5A, EDA, DYRK2, ARL6IP1, GRIK5, BUB1B, BRCA1, CTDSPL2, PTPRK, CELSR1, GLI3, AKAP12, IPO9, SYNGAP1, SIX2, CFL1, SH3PXD2B, BBS9, SOX9, AP1S3, CCHCR1, TMSB10, SOX4, YWHAH, STX8, SSR2, ATPIF1, ESCO2, MID1, YWHAZ, SREBF2, SYTL2, ARMCX3, TBC1D1, NOV, CTTN, EXOC4, TXNIP, KIF20B, ASTN2, EZR, DBN1, SKAP1, KCNE1, SRC, STXBP1, NEDD4L, AKR1C18, PRR5L, TULP1, PTN, PRICKLE1, SRI, HDAC8, AURKB, AURKA, NKD2, UGCG, ERBB4, ERBB2, VTI1A, PLAGL2, SH3BP4, CEP72, STXBP6, ECT2, EVI5, BARD1, TCF7L2, RPH3AL, NPM1, STIL, RABGAP1L, RBPMS, SPAG5, BMP7, COL1A1, CCT6A, CD24A, MEX3B, PAN3, NBEA, TACC3, CDK1, PEMT, COPG2, AGRN, RAMP1, EZH2","801","1500","17911","1.326740741","1","0.058357135","0.054084527","No"
"777","GOTERM_BP_FAT","GO:0032880~regulation of protein localization","63","6.52173913","0.005497113","SEMA5A, EDA, DYRK2, BRCA1, CTDSPL2, HMGB1, GLI3, GJA5, WHSC1, SOX4, UNC13B, POSTN, CPT1A, STX8, PRKCE, ATPIF1, SREBF2, TBC1D1, SFRP1, NOV, CCNE1, KCNQ1, EXOC4, BIRC5, KIF20B, ASTN2, EZR, PPIA, DBN1, KCNE1, SRC, STXBP1, NEDD4L, PRR5L, PTN, SRI, HMGCR, HDAC8, NKD2, UGCG, ERBB4, ERBB2, PLAGL2, CEP72, ECT2, ATG7, CD276, LYN, BARD1, TCF7L2, RPH3AL, NPM1, RABGAP1L, RBPMS, TNFRSF9, FN1, VEGFC, SNAP91, CCT6A, REST, TACC3, CDK1, PEMT","801","1000","17911","1.408730337","1","0.06335041","0.058712221","No"
"778","GOTERM_BP_FAT","GO:1903827~regulation of cellular protein localization","38","3.933747412","0.010286291","SEMA5A, KCNE1, EDA, DYRK2, SRC, NEDD4L, PRR5L, BRCA1, CTDSPL2, PTN, SRI, HDAC8, GLI3, NKD2, UGCG, ERBB4, ERBB2, CEP72, PLAGL2, ECT2, SOX4, BARD1, TCF7L2, NPM1, RBPMS, STX8, ATPIF1, SREBF2, CCT6A, NOV, CCNE1, TACC3, CDK1, PEMT, KIF20B, EZR, ASTN2, DBN1","801","555","17911","1.531009661","1","0.102063376","0.094590824","No"
"779","GOTERM_BP_FAT","GO:1902580~single-organism cellular localization","58","6.004140787","0.017112687","SEMA5A, EDA, DYRK2, ARL6IP1, GRIK5, DENND1A, BRCA1, FNBP1L, GLI3, UCHL1, IPO9, CDH3, SYNGAP1, OPHN1, SIX2, INSC, CFL1, SH3PXD2B, NUSAP1, UNC13B, STARD4, SSR2, KIF23, ACTN4, YWHAZ, SYTL2, ASPM, NOV, KIFC1, EXOC4, TXNIP, ARHGEF2, EZR, SKAP1, KCNE1, INSIG1, STXBP1, AKR1C18, TULP1, PTN, PRICKLE1, SRI, CPLX2, NKD2, ERBB4, ERBB2, ECT2, LYN, TCF7L2, NPM1, RBPMS, SPAG5, CD24A, TACC3, CDK1, SPRY2, AGRN, RAMP1","801","960","17911","1.35096494","1","0.148683265","0.137797446","No"
"780","GOTERM_BP_FAT","GO:0046907~intracellular transport","75","7.763975155","0.019357072","SEMA5A, EDA, DYRK2, ARL6IP1, BRCA1, CTDSPL2, FNBP1L, GLI3, AKAP12, UCHL1, IPO9, RSRC1, SIX2, CREB3L2, CFL1, KIF1A, BBS7, AP1S3, CCHCR1, SOX4, YWHAH, STARD4, STX8, SSR2, ATPIF1, KIF23, ACTN4, YWHAZ, SREBF2, SYTL2, TBC1D1, NOV, CTTN, KIFC1, EXOC4, TXNIP, KIF20B, EZR, DBN1, KCNE1, TSSC1, SRC, INSIG1, STXBP2, AKR1C18, PRR5L, PRICKLE1, SRI, CPLX2, NKD2, UGCG, ERBB4, ERBB2, VTI1A, PLAGL2, HNRNPA1, ECT2, EVI5, LYN, BARD1, TCF7L2, RPH3AL, NPM1, RABGAP1L, RBPMS, SORT1, CD24A, PAN3, NBEA, KIF26B, TACC3, CDK1, PEMT, COPG2, RAMP1","801","1304","17911","1.2860889","1","0.162442784","0.150549564","No"
"781","GOTERM_BP_FAT","GO:0006886~intracellular protein transport","53","5.486542443","0.034333796","SEMA5A, EDA, DYRK2, ARL6IP1, BRCA1, CTDSPL2, GLI3, AKAP12, IPO9, SIX2, CFL1, AP1S3, CCHCR1, SOX4, YWHAH, STX8, SSR2, ATPIF1, YWHAZ, SREBF2, SYTL2, TBC1D1, NOV, CTTN, EXOC4, TXNIP, KIF20B, KCNE1, AKR1C18, PRR5L, PRICKLE1, SRI, NKD2, UGCG, ERBB4, ERBB2, VTI1A, PLAGL2, ECT2, EVI5, BARD1, TCF7L2, RPH3AL, RABGAP1L, RBPMS, CD24A, PAN3, NBEA, TACC3, CDK1, PEMT, COPG2, RAMP1","801","898","17911","1.319735353","1","0.244012567","0.22614723","No"
"782","GOTERM_BP_FAT","GO:0015031~protein transport","94","9.730848861","0.03476707","SEMA5A, EDA, DYRK2, ARL6IP1, DENND1A, BRCA1, CTDSPL2, HMGB1, GLI3, AKAP12, IPO9, GJA5, SIX2, CFL1, BBS9, BBS7, AP1S3, CCHCR1, SOX4, YWHAH, UNC13B, POSTN, CPT1A, NUP210, STX8, PRKCE, SSR2, ATPIF1, ATG10, ACTN4, VPS37B, DYNLL1, YWHAZ, SREBF2, SYTL2, TBC1D1, SFRP1, NOV, CTTN, KCNQ1, EXOC4, TXNIP, BIRC5, LCP2, KIF20B, ASTN2, IFT46, EZR, PPIA, KCNE1, SRC, STXBP1, STXBP2, EIF5A2, AKR1C18, PRR5L, PRICKLE1, SRI, HMGCR, JAKMIP1, NKD2, NEURL1B, UGCG, ZMAT3, ERBB4, ERBB2, VTI1A, PLAGL2, ECT2, ATG7, EVI5, CD276, LYN, BARD1, TCF7L2, RPH3AL, RABGAP1L, RBPMS, TNFRSF9, FN1, VEGFC, SNAP91, COL1A1, CD24A, REST, PAN3, FRAS1, NBEA, NASP, TACC3, CDK1, PEMT, COPG2, RAMP1","801","1733","17911","1.212876576","1","0.246273771","0.22824288","No"
"783","GOTERM_BP_FAT","GO:0045184~establishment of protein localization","101","10.45548654","0.04137194","SEMA5A, ARL6IP1, IPO9, GJA5, CFL1, AP1S3, SOX4, UNC13B, POSTN, CPT1A, NUP210, PRKCE, STX8, ATG10, ACTN4, SYTL2, SFRP1, KCNQ1, TXNIP, KIF20B, ASTN2, EZR, PHLDB2, PPIA, KCNE1, STXBP1, EIF5A2, STXBP2, AKR1C18, CORO1C, UGCG, ZMAT3, VTI1A, ECT2, ATG7, EVI5, CD276, LYN, BARD1, RABGAP1L, RBPMS, TNFRSF9, FN1, SNAP91, COL1A1, CCT6A, PAN3, NBEA, NASP, CDK1, PEMT, EDA, DYRK2, DENND1A, CTDSPL2, BRCA1, HMGB1, GLI3, AKAP12, SIX2, BBS9, BBS7, CCHCR1, CEP55, YWHAH, SSR2, ATPIF1, VPS37B, DYNLL1, YWHAZ, SREBF2, ZDHHC15, TBC1D1, NOV, CTTN, ITGA8, EXOC4, BIRC5, LCP2, IFT46, SRC, PRR5L, PRICKLE1, SRI, HMGCR, JAKMIP1, NKD2, NEURL1B, ERBB4, ERBB2, PLAGL2, TCF7L2, RPH3AL, VEGFC, CD24A, CENPE, REST, FRAS1, TACC3, COPG2, RAMP1","801","1894","17911","1.192418532","1","0.278529226","0.258136758","No"
"784","GOTERM_BP_FAT","GO:0006605~protein targeting","36","3.726708075","0.065884629","SEMA5A, KCNE1, EDA, DYRK2, ARL6IP1, AKR1C18, BRCA1, SRI, PRICKLE1, GLI3, NKD2, AKAP12, UGCG, IPO9, ERBB4, SIX2, CFL1, ERBB2, VTI1A, PLAGL2, AP1S3, ECT2, TCF7L2, RBPMS, SSR2, ATPIF1, YWHAZ, SREBF2, PAN3, NOV, NBEA, TACC3, EXOC4, CDK1, TXNIP, PEMT","801","601","17911","1.339415581","1","0.382961616","0.354923149","No"
"785","GOTERM_BP_FAT","GO:0048608~reproductive structure development","52","5.383022774","1.77E-08","CDKN1C, ROBO2, KDM5B, CDKN1B, NRK, HMGB2, TNC, TCF21, SLC8A1, IGF1R, GLI2, SALL1, CCND1, PEG10, MYC, HEY2, CASP2, SOX9, PITX2, SMARCC1, VASH2, ARID5B, ASPM, SFRP1, MMP14, HAND1, ROR2, XIST, ZFPM2, MDFI, KCNE1, SRC, GATA6, ZFP36L1, STK3, BRIP1, BCL2L11, PLAC1, SLIT3, SLIT2, E2F7, E2F8, PLK4, TCF7L2, RRM1, H3F3B, VDR, FEM1B, DHCR24, BMP7, FANCG, NASP","801","490","17911","2.372982751","1.17E-04","1.36E-06","1.26E-06","No"
"786","GOTERM_BP_FAT","GO:0061458~reproductive system development","52","5.383022774","2.46E-08","CDKN1C, ROBO2, KDM5B, CDKN1B, NRK, HMGB2, TNC, TCF21, SLC8A1, IGF1R, GLI2, SALL1, CCND1, PEG10, MYC, HEY2, CASP2, SOX9, PITX2, SMARCC1, VASH2, ARID5B, ASPM, SFRP1, MMP14, HAND1, ROR2, XIST, ZFPM2, MDFI, KCNE1, SRC, GATA6, ZFP36L1, STK3, BRIP1, BCL2L11, PLAC1, SLIT3, SLIT2, E2F7, E2F8, PLK4, TCF7L2, RRM1, H3F3B, VDR, FEM1B, DHCR24, BMP7, FANCG, NASP","801","495","17911","2.349013228","1.63E-04","1.81E-06","1.68E-06","No"
"787","GOTERM_BP_FAT","GO:0007548~sex differentiation","28","2.898550725","7.43E-04","ROBO2, KCNE1, GATA6, HMGB2, TCF21, BRIP1, SALL1, BCL2L11, CCND1, MYC, CASP2, SLIT3, SOX9, SLIT2, PITX2, TCF7L2, RRM1, H3F3B, ARID5B, DHCR24, PBX1, FANCG, ASPM, SFRP1, MMP14, NASP, ROR2, ZFPM2","801","310","17911","2.019685071","0.992815411","0.013085516","0.012127462","No"
"788","GOTERM_BP_FAT","GO:0008406~gonad development","24","2.48447205","9.20E-04","ROBO2, RRM1, KCNE1, H3F3B, GATA6, HMGB2, TCF21, ARID5B, FANCG, ASPM, MMP14, BRIP1, SFRP1, SALL1, BCL2L11, NASP, CCND1, MYC, CASP2, SLIT3, SOX9, SLIT2, ZFPM2, PITX2","801","251","17911","2.138084367","0.99778187","0.015699087","0.014549681","No"
"789","GOTERM_BP_FAT","GO:0045137~development of primary sexual characteristics","24","2.48447205","0.001185366","ROBO2, RRM1, KCNE1, H3F3B, GATA6, HMGB2, TCF21, ARID5B, FANCG, ASPM, MMP14, BRIP1, SFRP1, SALL1, BCL2L11, NASP, CCND1, MYC, CASP2, SLIT3, SOX9, SLIT2, ZFPM2, PITX2","801","256","17911","2.096324906","0.999619609","0.019239846","0.017831204","No"
"790","GOTERM_BP_FAT","GO:0046546~development of primary male sexual characteristics","17","1.759834369","0.001191259","RRM1, KCNE1, H3F3B, GATA6, HMGB2, TCF21, ARID5B, ASPM, MMP14, BRIP1, SFRP1, BCL2L11, NASP, CCND1, SOX9, ZFPM2, PITX2","801","151","17911","2.517440947","0.999634221","0.019239846","0.017831204","No"
"791","GOTERM_BP_FAT","GO:0008584~male gonad development","17","1.759834369","0.001191259","RRM1, KCNE1, H3F3B, GATA6, HMGB2, TCF21, ARID5B, ASPM, MMP14, BRIP1, SFRP1, BCL2L11, NASP, CCND1, SOX9, ZFPM2, PITX2","801","151","17911","2.517440947","0.999634221","0.019239846","0.017831204","No"
"792","GOTERM_BP_FAT","GO:0003006~developmental process involved in reproduction","57","5.900621118","0.001370893","CDKN1C, ROBO2, KDM5B, CDKN1B, NRK, HMGB2, TNC, TCF21, SLC8A1, IGF1R, GLI2, SALL1, CCND1, PEG10, MYC, HEY2, CASP2, SOX9, PITX2, SMARCC1, VASH2, ARID5B, ASPM, SFRP1, MMP14, HAND1, ROR2, XIST, ZFPM2, MDFI, KCNE1, SRC, GATA6, RNF2, AURKA, ZFP36L1, STK3, BRIP1, BCL2L11, PLAC1, SLIT3, SLIT2, E2F7, E2F8, PLK4, TCF7L2, RRM1, H3F3B, VDR, FEM1B, DHCR24, BMP7, PBX1, FANCG, NASP, TRIP13, TBATA","801","829","17911","1.537473514","0.99988918","0.021666632","0.020080313","No"
"793","GOTERM_BP_FAT","GO:0046661~male sex differentiation","18","1.863354037","0.002477583","RRM1, KCNE1, H3F3B, GATA6, HMGB2, TCF21, ARID5B, DHCR24, ASPM, MMP14, BRIP1, SFRP1, BCL2L11, NASP, CCND1, SOX9, ZFPM2, PITX2","801","177","17911","2.273979559","0.99999993","0.034843633","0.032292563","No"
"794","GOTERM_BP_FAT","GO:0044702~single organism reproductive process","91","9.420289855","0.003709632","DDR1, CDKN1C, TOP2A, ROBO2, KDM5B, CDKN1B, BTG1, NRK, RPL10L, HMGB2, TNC, TCF21, MKI67, SMC4, SLC8A1, IGF1R, SMC2, GLI2, SALL1, CCND1, PTTG1, PEG10, MYC, HEY2, CASP2, TOPBP1, SOX9, PITX2, SMARCC1, H2AFX, VASH2, ARID5B, CIT, ASPM, SFRP1, MMP14, RAD51C, ESPL1, CCNE1, FANCD2, HAND1, ROR2, XIST, ZFPM2, PAFAH1B3, MDFI, ABCG2, KCNE1, SRC, GATA6, PTN, NKD1, C330027C09RIK, RNF2, CACNA1H, AURKA, ZFP36L1, STK3, BRIP1, DSN1, BCL2L11, RACGAP1, ERBB2, E2F1, PLAC1, SLIT3, SLIT2, E2F7, MAP2K6, E2F8, PLK4, TCF7L2, RRM1, H3F3B, VDR, FEM1B, GSR, DHCR24, LAMB1, BMP7, IGF2R, FANCG, CTCFL, CCT6A, RAD51, APITD1, NASP, CDK2, TRIP13, TBATA, RAD18","801","1525","17911","1.334316531","1","0.047446116","0.043972357","No"
"795","GOTERM_BP_FAT","GO:0000003~reproduction","98","10.14492754","0.004223727","NRK, RPL10L, TNC, MKI67, ANTXR1, SMC4, SLC8A1, IGF1R, SMC2, SALL1, CCND1, PTTG1, PEG10, MYC, SOX9, PITX2, SMARCC1, SLC38A1, VASH2, ARID5B, SFRP1, CCNE1, FANCD2, ROR2, XIST, ZFPM2, ABCG2, KCNE1, GATA6, AKR1C18, CACNA1H, ZFP36L1, STK3, BRIP1, DSN1, BCL2L11, RACGAP1, PLAC1, MAP2K6, PLK4, H3F3B, VDR, DHCR24, BMP7, PBX1, FANCG, IGF2R, CCT6A, NASP, CDK2, PPP1R1B, SPINK10, MAGED2, RAD18, DDR1, CDKN1C, ROBO2, TOP2A, KDM5B, CDKN1B, BTG1, HMGB2, TCF21, GLI2, HEY2, CASP2, TOPBP1, H2AFX, CIT, ASPM, MMP14, RAD51C, ESPL1, HAND1, PAFAH1B3, MDFI, SRC, PTN, NKD1, RNF2, C330027C09RIK, AURKA, ERBB2, E2F1, SLIT3, SLIT2, E2F7, E2F8, TCF7L2, RRM1, FEM1B, GSR, LAMB1, CTCFL, APITD1, RAD51, TRIP13, TBATA","801","1672","17911","1.310620994","1","0.052304858","0.048475367","No"
"796","GOTERM_BP_FAT","GO:0022414~reproductive process","98","10.14492754","0.004280925","NRK, RPL10L, TNC, MKI67, ANTXR1, SMC4, SLC8A1, IGF1R, SMC2, SALL1, CCND1, PTTG1, PEG10, MYC, SOX9, PITX2, SMARCC1, SLC38A1, VASH2, ARID5B, SFRP1, CCNE1, FANCD2, ROR2, XIST, ZFPM2, ABCG2, KCNE1, GATA6, AKR1C18, CACNA1H, ZFP36L1, STK3, BRIP1, DSN1, BCL2L11, RACGAP1, PLAC1, MAP2K6, PLK4, H3F3B, VDR, DHCR24, BMP7, PBX1, FANCG, IGF2R, CCT6A, NASP, CDK2, PPP1R1B, SPINK10, MAGED2, RAD18, DDR1, CDKN1C, ROBO2, TOP2A, KDM5B, CDKN1B, BTG1, HMGB2, TCF21, GLI2, HEY2, CASP2, TOPBP1, H2AFX, CIT, ASPM, MMP14, RAD51C, ESPL1, HAND1, PAFAH1B3, MDFI, SRC, PTN, NKD1, RNF2, C330027C09RIK, AURKA, ERBB2, E2F1, SLIT3, SLIT2, E2F7, E2F8, TCF7L2, RRM1, FEM1B, GSR, LAMB1, CTCFL, APITD1, RAD51, TRIP13, TBATA","801","1670","17911","1.3121906","1","0.052542044","0.048695188","No"
"797","GOTERM_BP_FAT","GO:0032504~multicellular organism reproduction","41","4.244306418","0.875597118","ROBO2, BTG1, SRC, RPL10L, HMGB2, PTN, NKD1, C330027C09RIK, RNF2, IGF1R, AURKA, BRIP1, BCL2L11, RACGAP1, MYC, ERBB2, E2F1, CASP2, SLIT3, SOX9, SLIT2, MAP2K6, H3F3B, VDR, H2AFX, GSR, IGF2R, FANCG, CTCFL, CIT, ASPM, SFRP1, MMP14, RAD51C, FANCD2, PPP1R1B, TRIP13, PAFAH1B3, RAD18, TBATA, ABCG2","801","1051","17911","0.872305194","1","1","0.926924815","No"
"798","GOTERM_BP_FAT","GO:0007283~spermatogenesis","22","2.277432712","0.883350187","BTG1, H3F3B, H2AFX, RPL10L, GSR, HMGB2, IGF2R, C330027C09RIK, NKD1, FANCG, CIT, ASPM, BRIP1, RAD51C, BCL2L11, RACGAP1, E2F1, SOX9, TRIP13, PAFAH1B3, RAD18, TBATA","801","589","17911","0.835208112","1","1","0.926924815","No"
"799","GOTERM_BP_FAT","GO:0048232~male gamete generation","22","2.277432712","0.885047828","BTG1, H3F3B, H2AFX, RPL10L, GSR, HMGB2, IGF2R, C330027C09RIK, NKD1, FANCG, CIT, ASPM, BRIP1, RAD51C, BCL2L11, RACGAP1, E2F1, SOX9, TRIP13, PAFAH1B3, RAD18, TBATA","801","590","17911","0.833792505","1","1","0.926924815","No"
"800","GOTERM_BP_FAT","GO:0048609~multicellular organismal reproductive process","40","4.140786749","0.895381053","ROBO2, BTG1, SRC, RPL10L, HMGB2, PTN, NKD1, C330027C09RIK, RNF2, IGF1R, AURKA, BRIP1, BCL2L11, RACGAP1, MYC, ERBB2, E2F1, CASP2, SLIT3, SOX9, SLIT2, MAP2K6, H3F3B, VDR, H2AFX, GSR, IGF2R, FANCG, CTCFL, CIT, ASPM, MMP14, RAD51C, FANCD2, PPP1R1B, TRIP13, PAFAH1B3, RAD18, TBATA, ABCG2","801","1042","17911","0.85838","1","1","0.926924815","No"
"801","GOTERM_BP_FAT","GO:0007276~gamete generation","28","2.898550725","0.979098736","BTG1, SRC, RPL10L, HMGB2, NKD1, C330027C09RIK, RNF2, AURKA, BRIP1, BCL2L11, RACGAP1, MYC, E2F1, SOX9, H3F3B, H2AFX, GSR, IGF2R, FANCG, CTCFL, CIT, ASPM, RAD51C, FANCD2, TRIP13, PAFAH1B3, RAD18, TBATA","801","851","17911","0.735725467","1","1","0.979098736","No"
"802","GOTERM_BP_FAT","GO:0044703~multi-organism reproductive process","40","4.140786749","0.98271823","DDR1, KDM5B, BTG1, SRC, NRK, RPL10L, HMGB2, AKR1C18, NKD1, C330027C09RIK, RNF2, CACNA1H, AURKA, BRIP1, BCL2L11, RACGAP1, MYC, E2F1, SOX9, SLC38A1, H3F3B, VDR, H2AFX, GSR, LAMB1, IGF2R, FANCG, CTCFL, CIT, CCT6A, ASPM, RAD51C, FANCD2, PPP1R1B, MAGED2, TRIP13, PAFAH1B3, RAD18, TBATA, ABCG2","801","1175","17911","0.761218689","1","1","0.98271823","No"
"803","GOTERM_BP_FAT","GO:0019953~sexual reproduction","32","3.3126294","0.989977108","KDM5B, BTG1, SRC, RPL10L, HMGB2, NKD1, C330027C09RIK, RNF2, CACNA1H, AURKA, BRIP1, BCL2L11, RACGAP1, MYC, E2F1, SOX9, H3F3B, H2AFX, GSR, IGF2R, FANCG, CTCFL, CIT, CCT6A, ASPM, RAD51C, FANCD2, PPP1R1B, TRIP13, PAFAH1B3, RAD18, TBATA","801","999","17911","0.71626183","1","1","0.989977108","No"
"804","GOTERM_MF_FAT","GO:0000988~transcription factor activity, protein binding","38","3.933747412","0.001514289","KDM5B, MAGED1, TGFB1I1, HIF3A, LDB2, PHF21A, SALL1, CCND1, BASP1, PRDM16, TBX20, HEY2, MYBL2, PITX2, SOX4, E2F7, E2F8, RUNX1T1, JAZF1, WWOX, NPM1, RBPMS, BCL11A, ACTN1, MKL1, ARID5B, SOX11, ACTN4, SOX12, WTIP, MED27, MEIS2, TBX18, SAP30, HAND1, MAML3, ZFPM2, SSBP3","750","497","16866","1.719404427","0.843530607","0.028984443","0.026878635","No"
"805","GOTERM_MF_FAT","GO:0003712~transcription cofactor activity","34","3.519668737","0.001780666","KDM5B, MAGED1, TGFB1I1, HIF3A, PHF21A, SALL1, CCND1, BASP1, PRDM16, TBX20, PITX2, SOX4, E2F7, E2F8, RUNX1T1, JAZF1, WWOX, NPM1, RBPMS, BCL11A, ACTN1, MKL1, ARID5B, SOX11, ACTN4, SOX12, WTIP, MED27, MEIS2, TBX18, SAP30, HAND1, MAML3, ZFPM2","750","432","16866","1.769888889","0.887125438","0.033558708","0.031120565","No"
"806","GOTERM_MF_FAT","GO:0000989~transcription factor activity, transcription factor binding","36","3.726708075","0.004091547","KDM5B, MAGED1, TGFB1I1, HIF3A, LDB2, PHF21A, SALL1, CCND1, BASP1, PRDM16, TBX20, MYBL2, PITX2, SOX4, E2F7, E2F8, RUNX1T1, JAZF1, WWOX, NPM1, RBPMS, BCL11A, ACTN1, MKL1, ARID5B, SOX11, ACTN4, SOX12, WTIP, MED27, MEIS2, TBX18, SAP30, HAND1, MAML3, ZFPM2","750","491","16866","1.648814664","0.993384415","0.056220307","0.052135729","No"
"807","GOTERM_MF_FAT","GO:0003713~transcription coactivator activity","20","2.070393375","0.009592982","WWOX, NPM1, RBPMS, MAGED1, TGFB1I1, ACTN1, MKL1, ARID5B, SOX11, HIF3A, ACTN4, SOX12, MED27, SALL1, HAND1, PRDM16, TBX20, MAML3, PITX2, SOX4","750","237","16866","1.897721519","0.999992484","0.109176179","0.101244195","No"
"808","GOTERM_MF_FAT","GO:0003714~transcription corepressor activity","13","1.345755694","0.084529735","KDM5B, BCL11A, HIF3A, WTIP, TBX18, SAP30, CCND1, BASP1, ZFPM2, E2F7, E2F8, RUNX1T1, JAZF1","750","173","16866","1.689849711","1","0.591708142","0.548718734","No"
"809","GOTERM_BP_FAT","GO:0010810~regulation of cell-substrate adhesion","20","2.070393375","4.23E-04","DDR1, POSTN, SRC, PRKCE, FN1, VEGFC, PTN, ACTN4, THBS1, CORO1C, COL1A1, NET1, MMP14, CDK6, SPP1, RSU1, DOCK1, EDIL3, PHLDB2, DBN1","801","179","17911","2.498413296","0.939684086","0.008027514","0.007439781","No"
"810","GOTERM_BP_FAT","GO:0030155~regulation of cell adhesion","47","4.865424431","0.001044417","SEMA5A, DDR1, SRC, LAMA4, TNC, PTN, THBS1, GLI3, GLI2, CORO1C, CYTH3, CD1D1, UBASH3B, CASP3, ERBB2, SPP1, NCK2, RSU1, SOX9, EDIL3, PAG1, CD276, LYN, VAV3, EPHA7, POSTN, PRKCE, IGF2, FN1, VEGFC, LAMB1, ACTN4, BMP7, TBX18, NET1, COL1A1, CD24A, MMP14, MEX3B, CDK6, FANCD2, KIF26B, DOCK1, PHLDB2, DBN1, SKAP1, MAD1L1","801","639","17911","1.644691006","0.999029316","0.017240151","0.015977917","No"
"811","GOTERM_BP_FAT","GO:0045785~positive regulation of cell adhesion","28","2.898550725","0.007581747","SRC, PTN, THBS1, GLI3, GLI2, CYTH3, CD1D1, ERBB2, SPP1, NCK2, RSU1, EDIL3, CD276, VAV3, PRKCE, IGF2, FN1, VEGFC, BMP7, TBX18, NET1, CD24A, MEX3B, CDK6, KIF26B, DOCK1, DBN1, SKAP1","801","366","17911","1.710662219","1","0.080395587","0.074509438","No"
"812","GOTERM_BP_FAT","GO:0010811~positive regulation of cell-substrate adhesion","12","1.242236025","0.010110477","NET1, CDK6, PRKCE, FN1, SPP1, VEGFC, RSU1, PTN, THBS1, DOCK1, EDIL3, DBN1","801","110","17911","2.439359891","1","0.100922321","0.093533311","No"
"813","GOTERM_BP_FAT","GO:0022407~regulation of cell-cell adhesion","20","2.070393375","0.338532818","LYN, EPHA7, SRC, IGF2, BMP7, GLI3, TBX18, GLI2, CD24A, MEX3B, CD1D1, UBASH3B, FANCD2, KIF26B, CASP3, ERBB2, NCK2, MAD1L1, PAG1, CD276","801","380","17911","1.176884158","1","1","0.926924815","No"
"814","GOTERM_BP_FAT","GO:0003151~outflow tract morphogenesis","12","1.242236025","5.95E-04","VANGL2, FZD2, GJA5, HEY2, TBX20, GATA6, SOX11, PARVA, PITX2, ZFPM2, SMAD6, THBS1","801","77","17911","3.484799844","0.980824022","0.0107987","0.010008075","No"
"815","GOTERM_BP_FAT","GO:0003148~outflow tract septum morphogenesis","6","0.621118012","0.003673946","VANGL2, TBX20, GATA6, PARVA, ZFPM2, SMAD6","801","24","17911","5.59019975","1","0.047207615","0.043751318","No"
"816","GOTERM_BP_FAT","GO:0060976~coronary vasculature development","10","1.035196687","0.00463201","VANGL2, HEY2, GATA6, GPC3, PRICKLE1, ZFPM2, SMAD6, MYH10, ADAMTS6, ROBO1","801","72","17911","3.105666528","1","0.055500505","0.051437046","No"
"817","GOTERM_BP_FAT","GO:0035886~vascular smooth muscle cell differentiation","5","0.517598344","0.03448015","VANGL2, HEY2, GATA6, PITX2, SMAD6","801","28","17911","3.992999822","1","0.2445291","0.226625945","No"
"818","GOTERM_BP_FAT","GO:0060947~cardiac vascular smooth muscle cell differentiation","4","0.414078675","0.037811766","VANGL2, HEY2, GATA6, SMAD6","801","17","17911","5.261364471","1","0.259828675","0.240805365","No"
"819","GOTERM_BP_FAT","GO:0001704~formation of primary germ layer","14","1.449275362","0.002732411","KDM6B, COL11A1, COL12A1, GATA6, FN1, LAMB1, BMP7, MMP14, COL5A1, SIX2, COL5A2, HAND1, ITGA8, EXOC4","801","120","17911","2.608759883","0.999999987","0.037474679","0.034730977","No"
"820","GOTERM_BP_FAT","GO:0035987~endodermal cell differentiation","8","0.82815735","0.003123942","MMP14, COL5A1, COL11A1, COL12A1, COL5A2, GATA6, FN1, LAMB1","801","44","17911","4.065599818","0.999999999","0.041062819","0.038056412","No"
